courier,week,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
366747,7,-10,63,56,0.1071,0.8929,100,0.0179,4442.6786,0.7679,6.9961375,10,16.52303571,5.11767857,0.8393,49.25881834,3,4
366747,8,-9,53,38,0.0263,0.9737,100,0,5499.1316,0.8421,9.18158158,18,24.39526316,5.62631579,0.8684,53.11215933,1,3
366754,0,4,20,28,0,1,100.7143,0.1429,6871.1071,0.7143,11.01786429,14,18.46142857,6.52785714,0.7857,93.05833333,1,11
366754,1,-21,24,30,0.0333,0.9667,100,0.2333,7460,0.7333,10.05334,12,19.19566667,6.90433333,0.8667,85.94560185,2,12
366754,3,0,29,38,0.0789,0.9211,101.5789,0.1316,5554.3684,0.7105,10.54122895,17,18.42947368,5.66894737,0.7368,83.46264368,2,10
366754,4,-4,29,33,0,1,100,0.0909,4466.697,0.9697,10.84494545,16,21.72484848,5.26121212,0.9697,73.20210728,1,4
366754,5,-2,25,26,0,1,106.9231,0.0769,3964.6154,0.8077,11.01025385,12,23.14192308,5.24346154,0.8077,73.39888889,2,22
366754,6,-10,23,20,0,1,100,0,4021.1,0.95,11.90333,9,25.55,5.0595,1,62.73913043,1,2
366754,7,-5,13,16,0,1,100,0,4360.375,1,13.4187625,8,20.815625,5.3175,0.9375,80.68803419,3,1
366756,0,1,12,15,0,1,100,0.1333,2740.2,0.8667,11.54777333,6,22.13,4.344,0.9333,69.13425926,2,3
377619,2,5,9,14,0,1,100,0,3841.2143,0.7143,7.99405,6,23.41785714,7.00928571,0.5,83.06790123,2,14
377619,3,-14,14,20,0.05,0.95,100,0,3544.8,0.4,8.47166,9,25.2935,6.8065,0.2,73.11706349,2,17
377619,6,-4,40,48,0.0208,0.9792,109.9583,0,4579.2708,0.625,6.90659167,11,24.37520833,8.13875,0.5,60.67430556,2,10
377619,7,9,36,44,0.0227,0.9773,101.3636,0,4236.9545,0.8182,8.56060455,17,24.18863636,7.6325,0.3409,67.05787037,2,17
377619,8,-20,45,55,0.1091,0.8909,100,0,4034.7818,0.6545,8.14879091,15,20.10836364,7.21054545,0.2545,64.04876543,2,31
377619,9,-14,25,29,0.069,0.931,100,0,4289.2759,0.7586,7.10402069,8,18.77482759,7.15724138,0.4138,61.06555556,1,7
377619,10,-5,11,15,0,1,100,0,3875.4,0.6667,6.94222,5,13.00133333,6.212,0.3333,62.14141414,1,10
377724,2,-13,40,58,0.0517,0.9483,110.6724,0.1552,4214.0862,0.7069,10.07672759,22,22.48017241,5.38758621,0.7586,67.10416667,3,7
377724,4,-27,27,40,0.15,0.85,102.5,0.05,3686.4,0.725,8.6600025,10,19.53175,4.7905,0.725,66.58950617,2,5
377756,0,-6,68,62,0.0806,0.9194,100.4839,0.0968,5040.2419,0.7419,9.33199194,24,18.54919355,5.14048387,0.7419,51.18300654,1,23
377756,2,-1,44,67,0.0597,0.9403,109.4179,0.2836,4472.6418,0.7612,10.42959851,32,22.43402985,5.40164179,0.8209,79.26578283,1,21
377756,4,6,42,70,0.0143,0.9857,126.8143,0.0857,3038.4857,0.9429,11.05238286,31,21.77571429,5.48528571,0.9286,76.15939153,2,6
377756,5,-9,48,30,0,1,102.6667,0.0333,3672.4333,0.6333,10.11666,14,21.697,4.894,0.9,30.87326389,2,4
377756,7,19,39,62,0.0484,0.9516,117.5806,0.129,3403.2419,0.8065,9.1755371,27,21.86129032,5.415,0.7903,71.26709402,3,6
377756,8,2,58,81,0.0494,0.9506,116.9259,0.1481,3488.1605,0.8395,9.89299877,32,20.94716049,4.94888889,0.8642,60.06321839,8,24
377756,9,-21,60,73,0.0548,0.9452,100.274,0.1096,5134.8904,0.8356,8.90136986,20,20.24150685,5.32,0.9041,68.02685185,3,21
377756,10,-39,39,23,0.0435,0.9565,100,0.2609,3464.1739,0.8261,7.92391739,8,21.16956522,4.53434783,0.8261,32.52350427,5,6
377759,0,-1,6,12,0,1,100,0,2864,0.75,6.07361667,2,19.07916667,3.9625,1,87.81018519,1,6
377759,1,-3,5,10,0,1,100,0.1,3098.4,0.9,9.57165,3,27.355,4.56,0.8,109.1222222,1,5
377759,3,-14,14,26,0,1,154.5769,0.0385,2723.7308,0.9231,7.72308077,8,27.76730769,6.27653846,0.9615,91.29761905,2,6
377762,5,-6,26,39,0,1,103.5897,0.0769,2183.7179,0.9487,9.74487692,13,22.22666667,4.13128205,0.9744,69.26495727,1,2
377762,6,21,20,24,0.0417,0.9583,158.8333,0.0417,2264.0833,0.9167,13.04860417,11,18.8975,6.46625,0.9167,62.10416667,1,3
377762,7,-9,41,27,0.037,0.963,127.963,0.0741,2089.8148,0.7778,10.58827778,9,19.37185185,5.11148148,0.8889,36.60636856,1,3
377762,8,-6,32,44,0.0455,0.9545,100,0.0909,2089.0455,0.9545,9.642425,16,27.71545455,3.98477273,0.9545,63.6484375,2,6
377762,10,-8,21,7,0,1,100,0,1876.7143,0.7143,8.15475714,3,13.14285714,3.82571429,1,24.19179894,1,2
377767,4,-8,15,19,0,1,102.1053,0.0526,2971.6316,0.8947,8.53858947,6,20.62315789,4.32526316,0.9474,57.76851852,2,7
377771,0,-14,14,17,0.0588,0.9412,100,0,2581,0.7647,11.76372941,7,17.93235294,4.26705882,0.7647,54.28174603,1,7
377908,9,6,19,33,0,1,100,0.0303,3587.8182,0.9091,8.71717879,9,21.18939394,4.61484848,0.9394,99.64766082,2,6
377908,11,5,25,19,0,1,100,0.0526,3774,0.7895,9.69648421,6,18.08684211,4.62157895,0.7895,41.57111111,2,6
377922,1,-1,100,105,0.1048,0.8952,100.381,0.0857,2725.8762,0.619,8.87905143,30,19.662,4.28285714,0.6762,59.27388889,3,25
377922,2,-35,99,95,0.2105,0.7895,100.2105,0.1263,2947.4632,0.4737,7.99824316,21,15.68842105,4.30736842,0.5263,56.01795735,1,25
377922,3,-38,64,41,0,1,102.439,0.2927,3575.439,0.5366,9.49796098,15,17.48439024,4.66073171,0.5366,37.12586806,4,15
377922,7,5,89,93,0.1505,0.8495,109.6559,0.0538,2622.1935,0.7312,8.17526559,29,16.35569892,4.52827957,0.7634,54.06928839,1,13
377922,8,13,94,58,0.0517,0.9483,102.1897,0.0345,2785.1724,0.7759,7.80401897,14,19.86086207,4.16310345,0.8103,36.54669031,7,15
377922,9,-107,107,101,0.0396,0.9604,100.9604,0.0198,2447.2376,0.7228,9.04472079,30,20.74584158,4.16841584,0.7822,51.29543095,3,30
377937,0,-12,26,51,0.1569,0.8431,137.0784,0.0784,4568.5882,0.6275,8.28627255,12,19.59196078,7.23294118,0.7059,95.05982906,6,21
377937,1,3,14,13,0.1538,0.8462,100,0,4572.2308,0.5385,12.12306923,7,23.36615385,5.37769231,0.6154,50.04563492,1,7
377937,2,0,17,31,0.1935,0.8065,100,0.0323,4227.9677,0.7097,7.11236129,10,13.30548387,4.72258065,0.6774,67.91339869,2,7
377937,3,11,17,22,0.1364,0.8636,100,0.0455,5458.5,0.7273,9.40302727,7,16.91409091,5.76409091,0.7727,66.55882353,3,6
377937,4,6,28,45,0.0222,0.9778,107.2889,0.0667,4610.9778,0.7778,10.45519111,19,20.08088889,5.78711111,0.8222,79.70833333,1,9
377937,5,-34,34,56,0.1071,0.8929,102.1429,0.0714,4004.5714,0.6786,9.60148929,26,20.02,4.90785714,0.7679,80.87990196,4,39
377937,7,-17,17,26,0.0769,0.9231,100,0.0385,4393.3077,0.8846,12.90769231,16,25.24230769,5.32615385,0.7692,83.36764706,1,7
377938,1,10,7,12,0,1,100,0,5494.5833,0.8333,10.94166667,6,24.06666667,5.81333333,0.9167,98.37698413,1,1
377938,3,1,12,20,0.2,0.8,100,0.1,4724.55,0.55,10.075005,8,20.887,5.3625,0.55,86.00694444,2,6
377938,4,2,13,19,0.0526,0.9474,100,0.0526,5589.6316,0.7895,12.35963684,8,20.43368421,5.60210526,0.6842,81.7008547,1,3
377938,10,-2,12,17,0,1,100,0,4704.0588,0.8824,12.55098824,8,20.25,5.47647059,0.8824,68.24305556,1,4
377941,0,0,82,133,0.188,0.812,104.1654,0.1203,5156.3383,0.6241,10.32619323,48,19.66729323,5.83887218,0.6842,89.18157182,2,16
377941,1,-8,82,128,0.1406,0.8594,100,0.0391,5516.0469,0.6484,9.63411328,51,17.79257813,5.67046875,0.7344,81.71104336,5,13
377941,2,15,74,118,0.1102,0.8898,100.1695,0.0847,5544.0085,0.6525,9.2134161,44,17.85686441,5.70728814,0.7627,87.82282282,4,7
377941,3,-4,89,144,0.1389,0.8611,101.25,0.0486,5407.1111,0.625,9.32013889,52,18.43666667,5.66,0.7083,87.52559301,2,21
377941,4,-8,85,119,0.1092,0.8908,100,0.0756,4955.7983,0.6807,9.92549244,44,17.56184874,5.48226891,0.7899,78.48496732,4,14
377941,5,-8,77,130,0.1077,0.8923,102.8462,0.0692,3889.1385,0.6538,10.94063923,66,16.82823077,4.91630769,0.7769,78.97510823,2,30
377941,6,15,69,109,0.211,0.789,100.1835,0,3878.422,0.5688,8.96819174,39,16.38302752,4.87458716,0.6606,76.21014493,1,8
377941,7,-11,84,136,0.1765,0.8235,100.1471,0.0147,4246.5147,0.6471,9.00404412,49,17.07264706,5.02551471,0.7353,73.86574074,1,20
377941,8,-9,73,123,0.1463,0.8537,100,0.065,4664.9268,0.5935,8.58279512,39,18.69292683,5.29455285,0.7398,81.63013699,3,13
377941,9,-42,64,102,0.049,0.951,105.3039,0.0098,4093.2451,0.8725,9.88415392,39,22.30666667,5.31245098,0.8529,77.83854167,4,10
377941,11,-16,77,119,0.0252,0.9748,100,0.0084,4191.3782,0.8235,9.92436807,48,20.45638655,4.95319328,0.8824,72.80772006,3,5
377953,1,-12,12,19,0.0526,0.9474,100,0,2331.6842,0.7895,12.59123158,10,18.36736842,4.15526316,0.9474,78.06712963,1,1
377953,3,1,18,30,0.0667,0.9333,100,0.0333,2287.4667,0.8333,10.28389,11,19.43833333,4.02066667,0.7667,80.07253086,1,2
377953,4,7,19,33,0.0303,0.9697,100,0.0303,2629.4242,0.8182,9.70201818,11,21.68878788,4.17636364,0.8485,84.23538012,1,1
377953,5,-8,26,39,0,1,100.7692,0,2215.7949,0.9231,12.56111538,21,22.15128205,4.12871795,0.9487,78.40918803,1,4
377953,11,-6,10,10,0.1,0.9,100,0,2098.6,0.9,12.44499,5,19.305,3.892,0.9,52.20555556,1,3
377963,0,12,50,64,0.0938,0.9063,110.5625,0.0469,5029.4531,0.7188,11.1570375,29,22.45984375,5.838125,0.8125,86.12777778,3,10
377963,1,0,62,86,0.1047,0.8953,100,0.1163,4502.3837,0.5814,9.68507674,30,17.61581395,5.1355814,0.7442,86.4390681,3,7
377963,2,6,62,97,0.1134,0.8866,114.134,0.0825,4187.7629,0.732,10.08436289,35,18.34309278,5.41835052,0.7938,90.75134409,5,9
377963,3,-8,68,94,0.117,0.883,108.8936,0.0213,4258.6064,0.734,9.60939574,32,18.08925532,5.29702128,0.7979,81.77777778,1,15
377963,4,7,60,91,0.1099,0.8901,107.4286,0.033,4045.2527,0.7473,9.05183187,27,17.1778022,4.98835165,0.8352,83.7125,3,3
377963,5,-7,67,88,0.0341,0.9659,101.8182,0.0227,3864.9318,0.7614,10.43049773,47,18.71829545,4.75534091,0.8977,80.40215589,3,11
377963,6,13,60,80,0.05,0.95,100,0,3886.4875,0.75,10.2214575,31,18.29375,4.782875,0.8875,75.26712963,2,2
377963,7,-5,73,101,0.1188,0.8812,100,0.0198,4108.4752,0.7426,9.49224059,41,15.51009901,4.88217822,0.802,78.25380518,3,4
377963,8,-13,68,99,0.0707,0.9293,100.5051,0.0202,3890.2828,0.8081,9.66347071,37,16.44616162,4.73040404,0.8586,76.78186275,4,8
377963,9,7,55,75,0.0133,0.9867,100,0,3519.3467,0.88,9.86289067,31,19.49426667,4.53186667,0.9333,75.86666667,5,5
377963,10,-62,62,78,0.0256,0.9744,100,0,3893.5513,0.7821,9.90192692,29,17.8174359,4.64179487,0.859,68.42741935,5,5
378805,0,4,49,77,0.2338,0.7662,113.2857,0.1688,4651.1429,0.4675,9.3564974,26,15.41363636,5.79285714,0.5455,107.4659864,4,18
378805,1,1,53,73,0.1644,0.8356,112.9315,0.1233,4303.5205,0.4795,10.38561644,29,16.32493151,5.62589041,0.6301,90.83333333,2,12
378805,2,-4,54,68,0.2353,0.7647,100,0.1324,4615.3824,0.5735,10.04068382,26,18.18147059,4.96338235,0.6324,79.22376543,4,15
378805,3,2,50,70,0.1714,0.8286,102.2857,0.1714,4649.7429,0.5857,10.87547571,31,17.54414286,5.05228571,0.6571,84.53555556,1,16
378805,5,-6,54,69,0.1884,0.8116,101.1594,0.0725,4274.3478,0.5652,8.09637391,17,16.51536232,4.94362319,0.6812,72.46450617,1,10
378805,6,2,48,74,0.1216,0.8784,101,0.0676,3758.4865,0.6081,8.49999595,19,18.74418919,4.62486486,0.7432,83.20428241,2,26
378805,7,0,50,65,0.1692,0.8308,114.7692,0.1077,4336.2154,0.6154,11.42743692,29,21.05569231,5.56215385,0.6923,84.32666667,3,14
378805,8,5,50,64,0.25,0.75,101.25,0.0781,4436.4219,0.5156,8.57890469,19,14.03515625,4.86125,0.625,76.87,3,21
378805,9,-1,55,68,0.2647,0.7353,101.1765,0.0588,4289.0735,0.5441,9.51249853,22,15.93117647,4.93323529,0.6029,78.08838384,2,26
378805,10,11,54,78,0.1538,0.8462,101.9231,0.0513,4456.2692,0.6282,8.38333846,19,18.51807692,5.07294872,0.7564,80.22685185,1,30
378805,11,-1,65,101,0.0891,0.9109,100,0,3861.6535,0.6634,7.33547921,21,18.80049505,4.57009901,0.7426,74.67863248,1,31
378810,0,-35,80,133,0.1128,0.8872,100.3008,0.0902,4453.4135,0.6842,8.0899782,34,18.89954887,4.68105263,0.7218,85.84583333,5,39
378810,1,-45,45,73,0.0274,0.9726,106.5205,0.1233,4073.5753,0.6712,6.63128082,15,18.53753425,4.99684932,0.7534,80.81851852,4,23
378810,3,12,50,68,0.0735,0.9265,111.7059,0.1618,3740.0294,0.8088,8.51249559,24,17.89764706,4.80955882,0.8088,71.06333333,1,19
378810,4,-62,62,95,0.0947,0.9053,103.1053,0.2421,5148.4316,0.7474,8.63965158,29,21.39010526,5.38831579,0.8105,87.48835125,3,14
378810,7,9,54,92,0.0543,0.9457,107.5543,0.0543,3674.337,0.8587,8.49511196,23,20.50673913,4.99956522,0.8913,89.67901235,2,1
378810,8,6,63,112,0.0625,0.9375,100.2679,0.2411,4132.4821,0.8125,10.59732589,51,28.64723214,4.821875,0.8036,90.16798942,3,18
378810,9,-8,69,107,0.0841,0.9159,100.5607,0.0561,4417.7944,0.7944,9.00015421,35,19.07345794,4.97598131,0.8411,85.75764895,3,16
378810,10,3,61,106,0.066,0.934,101.6038,0.1415,4254.0377,0.8396,8.83191698,41,21.54037736,4.83613208,0.8491,98.28187614,6,20
378810,11,-1,64,119,0.0084,0.9916,103.2941,0.0924,4185.9328,0.8824,9.00490504,38,20.41151261,4.9294958,0.8824,92.13715278,4,18
378824,0,3,9,13,0,1,100,0,3591.4615,0.8462,10.51921538,8,19.85307692,4.69230769,0.9231,79.79938272,1,2
378824,1,-6,12,26,0.0385,0.9615,142.3462,0.3077,3845.6538,0.8462,11.39102308,11,25.44615385,6.69153846,0.8462,102.7060185,2,4
378824,4,-6,6,5,0,1,106,0,3443,1,12.75666,4,21.56,5.076,1,53.30555556,1,3
378972,2,6,40,25,0.08,0.92,100,0.04,2196.64,0.68,10.848656,12,18.494,4.0164,0.72,44.51666667,1,6
378972,3,-14,46,36,0.1944,0.8056,100,0.0556,2353.7778,0.5556,10.54351389,15,24.0175,3.96527778,0.6389,55.72886473,2,13
378972,5,-4,38,29,0,1,100,0.0345,2344.1379,0.8276,11.3252931,12,20.20931034,4.01689655,0.8966,53.41520468,2,6
378972,6,1,34,19,0.2632,0.7368,101.0526,0,2622.9474,0.5789,10.21490526,7,16.55052632,4.05473684,0.6316,43.60212418,1,5
378972,9,-9,28,24,0,1,100,0,2553.0833,0.875,10.46110417,10,22.61208333,4.13208333,0.9167,59.41071429,4,3
378972,10,9,19,20,0,1,100,0.1,2438.85,0.95,7.35167,4,30.052,4.042,1,80.94298246,5,2
378980,3,-2,15,19,0.3684,0.6316,100,0,2949.0526,0.2632,10.64386316,5,14.61894737,4.34894737,0.3158,65.35740741,1,3
379136,0,-40,64,64,0.125,0.875,101.5781,0.1094,8512.9063,0.5625,8.93021563,20,19.1728125,7.57640625,0.6719,69.62369792,1,49
379136,2,-14,39,34,0.0882,0.9118,100,0.0588,6162.6765,0.7059,9.33185882,14,19.12323529,6.12235294,0.7941,54.58831909,1,17
379136,3,12,25,16,0.125,0.875,101.25,0.0625,8515.75,0.8125,9.80624375,7,17.28125,7.731875,0.8125,37.95222222,2,6
379136,5,17,23,18,0,1,100,0.1111,6207.4444,0.8333,11.1648,11,16.73888889,6.22388889,1,53.03140097,1,19
379136,6,-10,40,35,0.2,0.8,102.8571,0,6376.7143,0.4571,8.12048286,12,16.02771429,6.31228571,0.6,52.02430556,1,26
379142,0,-6,52,68,0.0294,0.9706,119.8676,0.0735,4881.7647,0.7206,11.67450441,38,22.93779412,6.07411765,0.7794,65.13087607,2,16
379142,1,-3,46,74,0.0135,0.9865,100.2703,0.0676,5130.9324,0.6757,9.63107973,28,19.27837838,5.44864865,0.8243,77.57669082,4,5
379142,2,6,43,78,0.0128,0.9872,100.8974,0.0897,4477.8974,0.6923,9.60427308,31,17.67141026,4.97269231,0.859,80.12919897,3,6
379142,4,5,46,76,0,1,100,0.0789,4918.4868,0.7763,9.21798553,31,18.94131579,5.40039474,0.8553,79.85628019,6,9
379142,5,1,51,91,0.033,0.967,104.8571,0.044,5461.2967,0.7363,11.68791209,49,21.86186813,5.98824176,0.7802,96.06808279,2,26
379142,6,3,52,84,0.0476,0.9524,106.5595,0.0238,4607.1786,0.6905,10.31686548,39,18.58559524,5.63285714,0.7976,81.61004274,3,19
379142,7,-12,55,72,0.0556,0.9444,100,0.0278,5279.3194,0.7639,12.12430833,41,19.31125,5.68333333,0.9028,71.16464646,1,12
379142,8,14,43,67,0,1,100,0,4210.5522,0.806,10.59253284,35,19.42940299,5.07985075,0.9701,73.68281654,1,4
379142,9,11,57,94,0.0745,0.9255,110.8511,0.0638,4444.4362,0.734,10.03617128,40,19.6987234,5.33297872,0.8085,77.5711501,2,9
379142,10,6,68,100,0.08,0.92,100,0,4490.1,0.77,9.259333,32,19.3813,5.1838,0.81,71.35294118,2,10
379142,11,3,74,124,0.0484,0.9516,100.5403,0.0081,3879.5242,0.7016,8.21290403,37,18.24645161,4.87475806,0.8065,78.67042042,2,20
379148,1,15,29,12,0,1,100,0,5248.1667,0.75,6.73193333,3,21.205,5.49583333,0.8333,26.86398467,1,1
379148,4,-12,72,70,0.0857,0.9143,109,0.0429,5556.1143,0.8286,9.46594857,27,16.71628571,6.07285714,0.8714,58.96489198,2,16
379148,5,-5,60,36,0.0278,0.9722,103.3333,0.0833,6216.2778,0.8333,10.30278056,16,25.09111111,6.31777778,0.9167,41.98518519,3,10
379148,6,-34,55,20,0.2,0.8,100,0.05,5480.2,0.65,9.907495,8,17.2675,5.717,0.7,27.54747475,1,7
379155,0,-41,54,64,0.1094,0.8906,100,0.0938,4771.2969,0.7188,11.78515938,32,20.56359375,5.483125,0.7188,82.79475309,4,7
379155,1,-13,13,14,0,1,100,0.0714,5081.7143,0.7857,11.80477143,9,24.14714286,5.16428571,0.9286,60.85470085,1,2
379155,8,21,56,81,0.0988,0.9012,108.1852,0.0247,4213.7037,0.6914,11.72757778,35,20.22716049,5.26802469,0.7531,87.7514881,1,13
379155,9,-59,77,96,0.125,0.875,100,0.0208,4645.5521,0.6771,11.51180417,42,18.2575,5.2371875,0.7083,75.95959596,6,12
379155,10,22,18,25,0,1,100,0,4667.4,0.88,11.250672,15,21.556,5.2672,0.92,81.4367284,1,2
379155,11,-16,40,62,0,1,100.3226,0.0323,4508.9355,0.9355,10.61935323,25,22.02516129,5.28177419,0.9194,87.06944444,2,5
379156,1,10,64,43,0.1395,0.8605,100,0.1163,5446.2558,0.5349,7.10271628,10,17.75116279,5.54023256,0.7442,36.66276042,1,6
379156,2,8,74,69,0.1159,0.8841,100,0.1159,5554.3623,0.6812,7.8884087,19,19.39478261,5.43884058,0.7391,56.10510511,2,9
379156,3,11,82,87,0.069,0.931,100.5747,0.0575,5294.7356,0.6897,9.79080115,36,18.84218391,5.6262069,0.7241,61.68191057,5,16
379156,4,13,93,85,0.0941,0.9059,100.3529,0.0588,5839.8235,0.6941,11.69078235,35,20.86,5.98411765,0.7647,55.25358423,3,22
379156,5,-50,106,100,0.17,0.83,102,0.11,4643.01,0.72,9.405502,41,17.2579,5.3457,0.76,56.50655136,2,54
379156,6,-20,56,58,0.2241,0.7759,100,0.0345,4843.9655,0.5,8.34339655,18,17.93724138,5.39758621,0.6897,68.26388889,2,14
379156,8,4,30,38,0,1,100.5263,0.0263,4546.2368,0.6579,9.78683684,14,22.31736842,5.26973684,0.8158,73.07685185,1,4
379156,9,-34,34,36,0.0833,0.9167,100,0,4346.9444,0.8056,8.56806111,13,18.20194444,5.08333333,0.8333,63.23039216,1,4
379156,11,15,27,45,0.0222,0.9778,100,0.0222,4204.6,0.8444,7.67370222,13,21.11711111,4.95844444,0.9333,74.99074074,3,5
379164,0,-16,46,27,0,1,100,0.1852,2370.5185,0.8889,10.85678519,9,25.79703704,4.01703704,0.8889,31.68780193,1,13
379164,11,-5,27,27,0,1,100,0.037,2903.1852,0.9259,8.46481111,8,18.71407407,4.28518519,0.963,41.34670782,1,6
379169,0,1,11,6,0,1,100,0.1667,7849.8333,0.5,8.07778333,2,16.42,6.67833333,0.6667,32.1010101,2,1
379176,0,-4,24,32,0.0313,0.9688,100,0.0313,5626.6875,0.8125,11.03542188,13,20.50625,5.795,0.875,73.40509259,1,3
379176,2,4,18,33,0,1,116.7576,0.0303,4973.6364,0.8788,10.57979394,14,23.81090909,6.64121212,0.8788,91.7191358,2,2
379176,3,19,22,35,0.0286,0.9714,105.1429,0.1143,5717.8286,0.8,10.48952571,15,18.84771429,6.12571429,0.8286,94.56818182,1,4
379176,4,-1,41,59,0.0169,0.9831,101.3559,0.0508,3994.9831,0.8814,12.48192034,34,21.00728814,5.13627119,0.8983,83.30216802,2,6
379176,6,-7,36,51,0.0392,0.9608,102.3529,0,2733.6667,0.9412,11.6219,32,18.97568627,4.34392157,0.9608,60.82638889,3,6
379176,7,-8,29,39,0.0769,0.9231,100,0,3007.641,0.8974,10.80085641,23,19.47692308,4.35948718,0.8974,55.23659004,1,2
384988,8,2,13,8,0.125,0.875,100,0.25,6003.375,0.75,11.0791625,3,23.64125,9.14125,0.5,49.13247863,1,3
384988,9,-4,15,12,0.0833,0.9167,100,0,4938.75,0.8333,6.890275,3,16.9,7.75,0.5833,47.27777778,2,4
384988,10,-11,11,5,0,1,100,0.4,4244,0.2,13.98666,3,13.37,6.58,0.4,22.84848485,2,2
386328,0,-7,17,26,0,1,108.0769,0.0385,3642.8462,0.6923,7.68973462,8,22.21923077,7.12730769,0.2308,70.0751634,1,25
386402,1,-14,14,23,0.0435,0.9565,100,0.1304,2414.3913,0.7826,9.0471087,7,25.32826087,4.03521739,0.8261,67.50198413,1,10
386402,3,-1,30,54,0,1,103.3333,0.1296,2775.6296,0.9444,8.99784074,16,21.01388889,4.31037037,0.9815,82.41851852,2,8
386402,4,11,29,56,0.0357,0.9643,103.2143,0.1071,2457.1607,0.8214,10.80327321,23,22.91589286,4.37892857,0.8571,90.32950192,1,9
386402,5,-12,40,71,0.0845,0.9155,102.6761,0.0563,2622.4789,0.8028,10.63356197,28,21.50971831,4.42211268,0.8028,88.19444444,2,8
386402,6,2,28,54,0.0741,0.9259,101.4815,0.0556,2361,0.7407,8.02592593,14,21.23092593,4.07796296,0.7593,82.8234127,1,9
386402,7,-7,30,61,0.0656,0.9344,102.459,0.0164,2288.459,0.7705,8.09234918,13,17.16770492,4.06295082,0.9016,85.43796296,1,3
386402,8,5,23,46,0.087,0.913,100,0.0435,2680.913,0.8696,9.13223913,14,19.59152174,4.22043478,0.8261,88.54710145,1,5
386402,11,-11,32,56,0.0357,0.9643,108.8929,0,2758.5179,0.8036,8.37351607,16,17.32767857,4.62714286,0.8571,81.32899306,1,8
386406,2,-18,63,58,0.069,0.931,100,0.0517,2604.5345,0.7241,10.31609138,21,19.37982759,4.24724138,0.7931,53.48280423,1,27
386406,3,-15,45,42,0.119,0.881,101.9048,0.0238,2238.0476,0.5714,11.76508571,18,23.4947619,4.22452381,0.6905,58.61049383,2,30
386406,4,-16,30,23,0.087,0.913,102.6087,0.087,2367,0.8261,15.99420435,14,20.47826087,4.56434783,0.8696,56.30185185,2,10
386406,5,-14,14,12,0,1,100,0,2048.8333,0.75,8.83471667,4,19.19083333,3.91583333,0.75,42.16269841,1,6
386407,0,-12,12,12,0.0833,0.9167,100,0,2274.1667,0.75,12,5,21.73,4.17416667,0.6667,54.95138889,1,1
386408,0,-30,30,48,0.1042,0.8958,100,0,2491.0208,0.7083,10.23715208,21,19.106875,4.153125,0.7292,79.95555556,1,24
386412,8,-10,46,73,0.0685,0.9315,100,0.0411,3296.0822,0.8767,8.77488356,20,21.69027397,4.45054795,0.8356,81.15036232,1,11
386412,10,9,18,27,0,1,100.7407,0.1481,3292.2963,0.8148,7.01851111,4,19.5037037,4.43740741,0.9259,88.34259259,2,2
386412,11,6,27,32,0.0313,0.9688,115.0625,0.0625,4467.3438,0.9688,6.95416875,8,19.909375,5.6815625,0.875,66.59567901,1,4
387045,1,1,23,29,0,1,100.6897,0.1034,3645,0.8966,10.66954483,17,16.9262069,4.56344828,0.9655,87.93961353,1,10
387045,3,-9,33,46,0.0435,0.9565,103.4783,0.1739,4556.7609,0.8043,10.38912826,21,18.30717391,5.28391304,0.8696,95.72222222,2,8
387045,4,-4,24,28,0,1,115.4286,0.2143,3759.3571,0.8571,11.82440714,14,21.25071429,5.24964286,0.8571,71.5787037,1,10
387045,5,1,20,23,0,1,105.2174,0.0435,3972.5652,0.7391,8.41376087,9,19.5673913,4.77217391,0.6957,65.72777778,2,22
387045,6,-4,21,30,0.0333,0.9667,102.6667,0.2,3679.1667,0.7,9.17888667,7,18.73566667,4.80166667,0.8,95.27248677,4,5
387045,7,-17,17,27,0,1,103.7037,0.0741,2764.0741,0.9259,7.98950741,8,19.34074074,4.35185185,0.9259,81.21078431,2,4
387046,1,2,16,31,0,1,100,0.0323,2321.2581,0.8065,7.24785161,8,16.10548387,3.89322581,0.871,67.54166667,1,8
387046,2,-18,18,28,0.0714,0.9286,100,0.0714,2774.3214,0.8214,8.29345714,10,15.83,4.07107143,0.8214,68.89814815,3,14
387053,0,-1,39,42,0.119,0.881,101.4286,0.1667,2833.1667,0.7857,10.04325952,12,21.04404762,4.44904762,0.8095,55.26709402,1,5
387053,3,-6,38,39,0.1282,0.8718,105.641,0.0513,2259.4872,0.6923,8.87308462,14,17.73025641,4.23512821,0.7179,40.85307018,1,5
387053,4,12,32,35,0,1,100,0.0857,2798.6,0.9143,10.40524571,11,24.20171429,4.33685714,0.9429,52.11545139,1,1
387053,6,5,43,48,0,1,100.4167,0.0417,2083.6875,0.8333,9.75312917,19,17.3875,4.001875,0.875,46.33656331,1,4
387053,7,-4,48,42,0.0714,0.9286,100,0.0476,2472.5952,0.7381,9.82619048,15,16.20833333,4.15190476,0.8095,43.89178241,1,8
387053,9,-7,54,104,0.0096,0.9904,104.9038,0.0192,2657.4519,0.8654,9.28365481,42,19.12336538,4.45951923,0.8558,88.72633745,6,11
