,courier,feature_1_x,feature_2_x,week,feature_1_y,feature_2_y,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
5275,454740,a,27.0,3.0,19.0,31.0,39.0,0.1282,0.8718,100.0,0.1795,4867.5385,0.6667,11.18504103,15.0,17.87435897,5.17769231,0.6923,80.32885305,4.0,12.0
5276,454740,a,27.0,4.0,21.0,50.0,73.0,0.0685,0.9315,109.9589,0.2466,4246.9178,0.8082,10.76415479,33.0,20.14315068,5.4,0.7534,95.49777778,3.0,15.0
5277,454740,a,27.0,5.0,-16.0,71.0,100.0,0.07,0.93,108.34,0.05,3854.88,0.72,8.164997999999999,33.0,21.4753,4.9724,0.75,82.54929577,8.0,45.0
5278,454740,a,27.0,6.0,10.0,55.0,62.0,0.1129,0.8871,100.6452,0.0645,4605.0323,0.7581,7.95134032,16.0,20.52580645,5.10241935,0.8065,77.22272727,5.0,13.0
5279,454740,a,27.0,7.0,8.0,65.0,74.0,0.1351,0.8649,100.0,0.0,3733.3514,0.7703,8.15697973,20.0,20.23945946,4.69824324,0.8243,73.62991453,2.0,16.0
5280,454740,a,27.0,8.0,-10.0,73.0,86.0,0.0814,0.9186,108.4186,0.0349,3584.6279,0.8023,7.46008256,19.0,19.80383721,4.75662791,0.8256,62.76522070000001,7.0,21.0
5281,454740,a,27.0,9.0,-26.0,63.0,78.0,0.1154,0.8846,100.7692,0.0769,3881.9359,0.7692,7.198285899999999,17.0,19.3524359,4.71038462,0.7821,65.67195767,4.0,11.0
5282,454740,a,27.0,10.0,31.0,37.0,34.0,0.0,1.0,100.5882,0.2941,3555.1176,0.8824,8.57843824,14.0,18.24705882,4.45441176,0.9706,44.61561562,3.0,9.0
5283,454740,a,27.0,11.0,-14.0,68.0,77.0,0.013000000000000001,0.987,100.5195,0.1039,4340.013,0.9221,7.30064805,18.0,20.65766234,4.83077922,0.9351,63.59477124,8.0,25.0
5284,454743,b,41.0,,,,,,,,,,,,,,,,,,
5285,454784,a,24.0,3.0,4.0,16.0,28.0,0.0,1.0,103.5714,0.25,2778.5,0.9286,10.41190714,10.0,24.98392857,4.37464286,0.8929,84.34548611,2.0,1.0
5286,454784,a,24.0,4.0,5.0,20.0,40.0,0.0,1.0,137.75,0.225,3050.35,0.975,10.37583,16.0,22.77125,5.96375,0.95,104.94305559999998,2.0,1.0
5287,454784,a,24.0,5.0,0.0,25.0,39.0,0.0,1.0,114.1026,0.0256,3457.3077,0.9231,11.04700769,17.0,21.32384615,5.36512821,0.9744,79.59333333,3.0,6.0
5288,454784,a,24.0,6.0,-2.0,25.0,40.0,0.05,0.95,113.325,0.025,4341.05,0.9,10.9045825,16.0,26.754,5.77325,0.925,95.38111111,1.0,3.0
5289,454784,a,24.0,7.0,14.0,23.0,35.0,0.0,1.0,102.8571,0.1429,3616.1714,0.8,13.28523429,17.0,26.58,4.85657143,0.8571,86.85144928,1.0,9.0
5290,454784,a,24.0,8.0,1.0,37.0,59.0,0.0,1.0,100.0,0.0678,3371.6441,0.7966,9.45875593,20.0,21.21322034,4.54898305,0.8983,82.27402402,3.0,4.0
5291,454784,a,24.0,10.0,3.0,38.0,56.0,0.0,1.0,107.8214,0.125,4924.0357,0.8929,7.30625179,12.0,22.21517857,5.67392857,0.8929,83.61842105,1.0,5.0
5292,454794,b,18.0,,,,,,,,,,,,,,,,,,
5293,455278,a,21.0,,,,,,,,,,,,,,,,,,
5294,455280,b,45.0,0.0,-8.0,55.0,79.0,0.0886,0.9114,100.0,0.1646,4956.1392,0.7975,8.89366835,28.0,21.25151899,5.16531646,0.8481,81.97070707,3.0,19.0
5295,455280,b,45.0,1.0,0.0,47.0,63.0,0.0317,0.9683,109.8571,0.0635,4509.619000000001,0.7778,9.20714444,25.0,18.56285714,5.37825397,0.8571,81.96926714,3.0,24.0
5296,455280,b,45.0,2.0,-30.0,47.0,72.0,0.2083,0.7917,112.4861,0.1111,4769.375,0.6667,8.75162361,22.0,16.19777778,5.79972222,0.6944,91.40425532,4.0,17.0
5297,455280,b,45.0,3.0,12.0,17.0,23.0,0.0,1.0,100.8696,0.0435,5320.9565,0.9129999999999999,8.54709565,6.0,19.61347826,5.44913043,0.9129999999999999,82.34150327,2.0,12.0
5298,455280,b,45.0,4.0,16.0,29.0,44.0,0.0,1.0,117.6136,0.1364,3836.2273,0.8636,9.15832955,14.0,19.73340909,5.53863636,0.9545,99.60153257,2.0,2.0
5299,455280,b,45.0,5.0,3.0,45.0,60.0,0.0833,0.9167,102.8333,0.1667,4297.4,0.7667,8.09555667,15.0,19.28516667,4.9875,0.8333,78.54753086,3.0,19.0
5300,455280,b,45.0,6.0,-10.0,48.0,81.0,0.1235,0.8765,109.3333,0.0617,3582.6543,0.7531,9.64794444,30.0,18.92876543,4.92185185,0.7778,94.18055556,3.0,11.0
5301,455280,b,45.0,8.0,-26.0,33.0,61.0,0.0984,0.9016,120.08200000000001,0.0656,3321.623,0.7541,7.69835738,13.0,20.74688525,5.21540984,0.8197,87.56481481,4.0,8.0
5302,455280,b,45.0,11.0,0.0,59.0,102.0,0.0098,0.9902,105.9902,0.0588,2507.3922,0.9216,7.98137353,26.0,19.94323529,4.32882353,0.9412,79.07015066,7.0,6.0
5303,455286,a,24.0,1.0,-16.0,56.0,66.0,0.1212,0.8788,100.4545,0.1515,4568.3636,0.7576,7.52171667,14.0,18.18257576,4.88984848,0.8333,62.22519841,1.0,17.0
5304,455286,a,24.0,2.0,-4.0,40.0,38.0,0.0,1.0,119.2368,0.1579,4189.1579,0.8684,9.14561316,14.0,19.42105263,6.09973684,0.8947,55.18333333,2.0,13.0
5305,455286,a,24.0,3.0,5.0,36.0,55.0,0.0727,0.9273,114.1455,0.0909,4474.5455,0.8545,9.08819091,19.0,17.09090909,5.52981818,0.8545,78.19830247,2.0,15.0
5306,455286,a,24.0,4.0,-2.0,41.0,41.0,0.0244,0.9756,111.4634,0.1707,4957.2195,0.9268,9.32317317,14.0,20.19707317,5.32463415,0.878,52.2100271,1.0,12.0
5307,455286,a,24.0,6.0,6.0,46.0,52.0,0.0,1.0,118.2692,0.1346,4138.5962,0.9038,8.47243462,14.0,22.06192308,5.89730769,0.9038,62.72584541,2.0,11.0
5308,455286,a,24.0,7.0,-3.0,52.0,60.0,0.1,0.9,126.0167,0.0667,2921.3667,0.9,11.31,30.0,17.08416667,5.327999999999999,0.85,60.96207265,3.0,15.0
5309,455286,a,24.0,8.0,12.0,49.0,71.0,0.0423,0.9577,100.8451,0.2113,3194.4085,0.8873,9.51971408,28.0,20.16746479,4.51380282,0.9014,73.91269841,2.0,22.0
5310,455286,a,24.0,10.0,-22.0,57.0,69.0,0.087,0.9129999999999999,102.3188,0.1594,4104.8261,0.7971,7.58647246,22.0,20.38550725,4.79492754,0.7826,64.73635478,1.0,18.0
5311,455286,a,24.0,11.0,-19.0,35.0,15.0,0.0,1.0,100.0,0.0,3197.8,0.6667,10.36778,7.0,20.95266667,4.27733333,0.7333,18.91825397,1.0,2.0
5312,455288,b,32.0,0.0,11.0,23.0,29.0,0.069,0.9309999999999999,100.0,0.0345,2713.0690000000004,0.8621,12.58793103,12.0,22.38310345,4.41931034,0.7931,68.00724638,1.0,11.0
5313,455288,b,32.0,1.0,1.0,34.0,41.0,0.0244,0.9756,116.4878,0.0244,2261.6829,0.7561,11.47113171,19.0,20.27658537,4.80146341,0.878,64.16094771,2.0,12.0
5314,455288,b,32.0,3.0,-34.0,34.0,33.0,0.0606,0.9394,101.8182,0.0303,2363.6667,0.8182,9.20353939,11.0,16.17636364,4.17727273,0.7879,47.36111111,1.0,4.0
5315,455291,b,22.0,2.0,-10.0,29.0,26.0,0.0385,0.9615,100.0,0.3846,2373.0769,0.8462,11.48205769,13.0,19.76692308,4.18615385,0.7692,44.40517241,1.0,6.0
5316,455291,b,22.0,3.0,-6.0,19.0,17.0,0.1176,0.8824,107.0588,0.0,2191.0588,0.6471,9.52549412,8.0,34.01588235,4.28705882,0.6471,38.72660819,2.0,11.0
5317,455291,b,22.0,5.0,-4.0,15.0,12.0,0.0,1.0,101.6667,0.0833,2611.75,1.0,8.3875,3.0,17.80833333,4.21583333,0.9167,36.41666667,1.0,1.0
5318,455300,b,21.0,,,,,,,,,,,,,,,,,,
5319,455305,b,25.0,,,,,,,,,,,,,,,,,,
5320,455322,b,0.0,2.0,-3.0,16.0,21.0,0.0,1.0,100.0,0.0952,4318.5714,0.6667,8.45158571,6.0,23.24142857,7.56857143,0.3333,67.42013889,2.0,3.0
5321,455332,b,0.0,,,,,,,,,,,,,,,,,,
5322,455334,b,0.0,1.0,-12.0,12.0,6.0,0.0,1.0,110.0,0.0,4611.8333,0.5,11.61388333,2.0,19.47,8.74,0.5,40.47685185,2.0,23.0
5323,455334,b,0.0,5.0,-7.0,65.0,62.0,0.0806,0.9194,100.9677,0.0161,4080.4677,0.6613,10.70349677,26.0,24.8583871,7.2716129,0.3387,57.68717949,2.0,77.0
5324,455334,b,0.0,6.0,-58.0,58.0,69.0,0.087,0.9129999999999999,101.0145,0.028999999999999998,3578.4638,0.6087,10.2673942,28.0,21.85985507,6.99463768,0.2899,66.31369732,1.0,41.0
5325,455364,a,24.0,1.0,-6.0,12.0,11.0,0.0,1.0,100.0,0.0,5003.1818,0.4545,13.2091,7.0,19.81818182,5.65909091,0.7273,54.82407407,1.0,3.0
5326,455364,a,24.0,5.0,10.0,30.0,41.0,0.0488,0.9512,100.0,0.0732,4761.8293,0.7805,9.01342195,14.0,18.08487805,5.36439024,0.9024,69.31481481,2.0,2.0
5327,455364,a,24.0,8.0,-31.0,31.0,32.0,0.0625,0.9375,100.0,0.0,4602.8125,0.8438,8.64530938,11.0,19.6915625,5.050625,0.875,54.43458781,1.0,2.0
5328,455370,a,33.0,,,,,,,,,,,,,,,,,,
5329,455381,a,41.0,,,,,,,,,,,,,,,,,,
5330,455393,a,26.0,0.0,-8.0,24.0,27.0,0.037000000000000005,0.963,100.0,0.0741,4714.0741,0.8889,9.25246667,8.0,24.17333333,5.31925926,0.8519,70.68287037,1.0,4.0
5331,455393,a,26.0,1.0,17.0,16.0,15.0,0.0,1.0,100.0,0.0667,4889.6,1.0,8.44000667,5.0,21.4,5.372000000000001,0.9333,49.6875,2.0,2.0
5332,455393,a,26.0,2.0,-3.0,33.0,34.0,0.0588,0.9412,100.0,0.0,4627.2647,0.8824,7.86910588,7.0,19.62911765,5.20529412,0.8824,55.54713805,1.0,2.0
5333,455393,a,26.0,3.0,2.0,30.0,39.0,0.0769,0.9231,100.0,0.0256,5070.1795,0.8205,8.21196667,9.0,17.20512821,5.34230769,0.8462,70.06851852,1.0,4.0
5334,455393,a,26.0,4.0,-5.0,32.0,39.0,0.0256,0.9744,100.0,0.0256,5043.359,0.8974,9.12777692,16.0,19.56769231,5.48641026,0.8718,69.96614583,1.0,1.0
5335,455393,a,26.0,5.0,-11.0,27.0,35.0,0.0571,0.9429,100.0,0.0286,3975.9714,0.7429,9.27428286,13.0,25.09028571,4.65114286,0.7429,62.10390947,1.0,18.0
5336,455393,a,26.0,6.0,8.0,16.0,24.0,0.0417,0.9583,100.0,0.0,3266.8333,0.8333,8.18333333,6.0,19.58458333,4.48208333,0.8333,65.68055556,1.0,1.0
5337,455393,a,26.0,8.0,2.0,25.0,41.0,0.0244,0.9756,100.0,0.0,4153.6098,0.9024,7.11300732,9.0,19.89487805,4.81097561,0.9024,76.75111111,2.0,2.0
5338,455407,a,25.0,,,,,,,,,,,,,,,,,,
5339,455422,b,24.0,,,,,,,,,,,,,,,,,,
5340,455431,b,39.0,,,,,,,,,,,,,,,,,,
5341,455436,b,20.0,,,,,,,,,,,,,,,,,,
5342,455439,b,20.0,2.0,-5.0,27.0,33.0,0.0303,0.9697,100.6061,0.2121,2567.7273,0.8485,8.85707273,8.0,20.78606061,4.18,0.8485,61.54320988,1.0,7.0
5343,455439,b,20.0,4.0,-7.0,19.0,31.0,0.0645,0.9355,107.7419,0.0968,2739.2581,0.7419,7.81773548,7.0,17.20806452,4.47774194,0.8065,79.30409357,1.0,7.0
5344,455442,a,32.0,,,,,,,,,,,,,,,,,,
5345,455459,a,28.0,2.0,8.0,10.0,15.0,0.0,1.0,100.0,0.0667,5513.0667,0.8,8.60110667,4.0,21.686,5.74,0.8,82.88888889,1.0,8.0
5346,455459,a,28.0,4.0,8.0,24.0,31.0,0.0,1.0,100.0,0.0645,4999.3548,0.9355,10.07527097,14.0,28.76387097,5.35258065,1.0,73.36689815,1.0,4.0
5347,455459,a,28.0,5.0,-14.0,32.0,30.0,0.0,1.0,104.0,0.0333,4655.6333,0.9,9.86277,9.0,20.51833333,5.204,0.9,49.51388889,1.0,20.0
5348,455469,a,33.0,,,,,,,,,,,,,,,,,,
5349,455482,b,27.0,3.0,-17.0,17.0,28.0,0.0,1.0,130.3214,0.0714,2332.7143,0.8214,11.7631,10.0,21.30107143,5.17357143,0.8571,85.22875817,2.0,9.0
5350,455489,a,36.0,,,,,,,,,,,,,,,,,,
5351,455491,a,55.0,,,,,,,,,,,,,,,,,,
5352,455508,a,27.0,0.0,-13.0,63.0,69.0,0.0725,0.9275,100.0,0.057999999999999996,5080.8696,0.7246,10.4558,24.0,20.72130435,5.52173913,0.7391,75.30643739,3.0,19.0
5353,455508,a,27.0,1.0,-18.0,50.0,55.0,0.0545,0.9455,100.0,0.0182,4887.1636,0.8,10.28545455,25.0,22.51363636,5.46109091,0.8364,68.49444444,2.0,1.0
5354,455508,a,27.0,3.0,-2.0,57.0,77.0,0.026000000000000002,0.9740000000000001,100.0,0.026000000000000002,5462.7143,0.8571,11.39199091,31.0,22.48844156,5.78,0.8312,86.58187135,3.0,9.0
5355,455508,a,27.0,4.0,-5.0,55.0,74.0,0.1081,0.8919,100.0,0.0676,4813.027,0.6892,9.37251892,29.0,20.56027027,5.16567568,0.7432,78.87777778,4.0,11.0
5356,455508,a,27.0,5.0,2.0,50.0,60.0,0.1,0.9,101.5,0.1,5650.2,0.8333,10.59777667,25.0,19.13816667,5.995,0.8333,73.70666667,1.0,1.0
5357,455508,a,27.0,11.0,11.0,28.0,38.0,0.0526,0.9474,100.0,0.0,3622.3684,0.8421,10.68727632,13.0,22.83394737,4.77842105,0.7632,67.78273809999999,1.0,1.0
5358,455514,a,25.0,2.0,32.0,16.0,15.0,0.0,1.0,100.0,0.0667,5515.8667,1.0,13.21221333,8.0,19.46333333,5.47866667,1.0,78.33680556,1.0,8.0
5359,455514,a,25.0,3.0,39.0,48.0,49.0,0.0612,0.9388,102.8571,0.0816,5548.3878,0.8571,11.79762449,27.0,18.00755102,5.97693878,0.8367,90.17997685,5.0,12.0
5360,455514,a,25.0,4.0,-35.0,87.0,82.0,0.1341,0.8659,100.0,0.0732,4654.0244,0.8049,10.60466951,42.0,17.52926829,5.095,0.8171,65.3885696,2.0,15.0
5361,455514,a,25.0,10.0,2.0,20.0,15.0,0.0,1.0,100.0,0.0,3194.4,1.0,10.82889333,7.0,17.91666667,4.64866667,1.0,36.91111111,1.0,1.0
5362,455514,a,25.0,11.0,-16.0,22.0,21.0,0.0,1.0,100.0,0.0,5333.0476,0.8571,9.54602857,9.0,25.23809524,5.434761900000001,0.9524,56.86363636,1.0,2.0
5363,455526,b,44.0,0.0,20.0,18.0,26.0,0.0,1.0,100.0,0.0,2580.0385,0.8462,11.41025385,14.0,22.23538462,4.23307692,0.9231,77.12345679,1.0,4.0
5364,455526,b,44.0,1.0,2.0,38.0,44.0,0.0455,0.9545,100.0,0.0682,2358.0227,0.7955,10.55227045,20.0,17.60727273,3.98590909,0.8182,58.92909357,2.0,11.0
5365,455526,b,44.0,2.0,11.0,40.0,58.0,0.0172,0.9828,100.0,0.1207,2488.6724,0.8103,11.23736207,24.0,24.55551724,4.18,0.8793,80.18611111,3.0,2.0
5366,455526,b,44.0,3.0,7.0,51.0,77.0,0.0779,0.9221,100.7792,0.0649,2570.5455,0.6623,9.95887273,29.0,21.05623377,4.15792208,0.7403,86.15958606,6.0,8.0
5367,455526,b,44.0,4.0,5.0,58.0,74.0,0.0811,0.9189,100.0,0.027000000000000003,2243.3784,0.6622,12.46824189,33.0,17.77851351,4.06175676,0.6622,73.61015326,2.0,9.0
5368,455526,b,44.0,5.0,-15.0,63.0,90.0,0.0667,0.9333,102.3333,0.0222,2095.8333,0.7222,11.48240556,34.0,19.52522222,4.06655556,0.7667,79.40564374,1.0,8.0
5369,455526,b,44.0,6.0,-48.0,48.0,60.0,0.1167,0.8833,115.0,0.0,2057.8167,0.7167,10.51194167,24.0,18.55166667,4.41316667,0.7833,63.18576389,1.0,7.0
5370,455579,b,23.0,,,,,,,,,,,,,,,,,,
5371,455673,d,33.0,,,,,,,,,,,,,,,,,,
5372,455694,a,31.0,,,,,,,,,,,,,,,,,,
5373,455772,b,21.0,,,,,,,,,,,,,,,,,,
5374,455784,b,26.0,,,,,,,,,,,,,,,,,,
5375,455795,b,33.0,,,,,,,,,,,,,,,,,,
5376,456022,a,,,,,,,,,,,,,,,,,,,
5377,456026,b,,,,,,,,,,,,,,,,,,,
5378,456033,a,,,,,,,,,,,,,,,,,,,
5379,456039,b,,,,,,,,,,,,,,,,,,,
5380,456043,b,,,,,,,,,,,,,,,,,,,
5381,456048,a,,,,,,,,,,,,,,,,,,,
5382,456053,b,,,,,,,,,,,,,,,,,,,
5383,456056,b,,,,,,,,,,,,,,,,,,,
5384,456058,b,,,,,,,,,,,,,,,,,,,
5385,456059,b,,,,,,,,,,,,,,,,,,,
5386,456063,a,,,,,,,,,,,,,,,,,,,
5387,456068,b,,,,,,,,,,,,,,,,,,,
5388,456071,b,,,,,,,,,,,,,,,,,,,
5389,456075,a,,,,,,,,,,,,,,,,,,,
5390,456080,b,,,,,,,,,,,,,,,,,,,
5391,456082,b,,,,,,,,,,,,,,,,,,,
5392,456085,b,,,,,,,,,,,,,,,,,,,
5393,456089,b,,,,,,,,,,,,,,,,,,,
5394,456091,b,,,,,,,,,,,,,,,,,,,
5395,456095,b,,,,,,,,,,,,,,,,,,,
5396,456098,d,,,,,,,,,,,,,,,,,,,
5397,456101,a,,,,,,,,,,,,,,,,,,,
5398,456105,a,,,,,,,,,,,,,,,,,,,
5399,456109,b,,,,,,,,,,,,,,,,,,,
5400,456112,a,,,,,,,,,,,,,,,,,,,
5401,456114,b,,,,,,,,,,,,,,,,,,,
5402,456116,b,,,,,,,,,,,,,,,,,,,
5403,456399,b,24.0,,,,,,,,,,,,,,,,,,
5404,456402,a,42.0,2.0,6.0,10.0,16.0,0.0625,0.9375,100.0,0.125,5014.125,0.9375,7.72604375,4.0,22.140625,5.190625,0.9375,102.2222222,1.0,2.0
5405,456402,a,42.0,3.0,10.0,16.0,25.0,0.0,1.0,100.8,0.28,4884.68,0.92,9.42,9.0,22.0772,5.276,0.92,93.38194444,1.0,5.0
5406,456402,a,42.0,4.0,-23.0,26.0,41.0,0.0244,0.9756,106.2195,0.2195,4122.0488,0.9024,11.00569268,18.0,24.39487805,5.25487805,0.9512,92.76282051,1.0,5.0
5407,456402,a,42.0,6.0,-3.0,13.0,22.0,0.0909,0.9091,101.8182,0.0,3986.8182,0.8182,10.475,8.0,23.31818182,4.945,0.8182,91.18803419,1.0,4.0
5408,456402,a,42.0,9.0,10.0,18.0,23.0,0.0,1.0,100.0,0.0,4424.3913,0.9129999999999999,9.32826522,7.0,19.84347826,4.9326087,0.9565,71.83487654,1.0,3.0
5409,456402,a,42.0,10.0,-2.0,28.0,50.0,0.02,0.98,103.6,0.14,4034.36,0.94,8.741666,11.0,22.1912,4.9112,0.92,94.48313492,2.0,12.0
5410,456402,a,42.0,11.0,-4.0,26.0,38.0,0.0263,0.9737,111.6316,0.1842,4223.0263,0.9474,9.53157632,14.0,23.175,5.58815789,0.9474,79.70405983,1.0,3.0
5411,456406,b,19.0,1.0,-2.0,8.0,11.0,0.0,1.0,100.0,0.0,2401.8182,0.8182,14.16666364,7.0,32.27272727,4.23272727,0.6364,62.07986111,1.0,4.0
5412,456407,a,32.0,,,,,,,,,,,,,,,,,,
5413,456410,a,21.0,4.0,32.0,5.0,4.0,0.0,1.0,110.0,0.25,5601.5,1.0,13.2375,3.0,22.05,6.31,1.0,47.18888889,1.0,1.0
5414,456410,a,21.0,5.0,-13.0,37.0,50.0,0.1,0.9,124.12,0.04,3615.46,0.86,7.706,11.0,21.3318,5.6016,0.88,57.6996997,1.0,7.0
5415,456412,b,25.0,,,,,,,,,,,,,,,,,,
5416,456413,a,27.0,6.0,-1.0,15.0,12.0,0.0,1.0,100.0,0.0,3296.5833,1.0,13.97915833,5.0,19.09583333,4.64083333,1.0,49.06851852,1.0,2.0
5417,456455,b,25.0,1.0,11.0,18.0,16.0,0.0625,0.9375,100.0,0.0,2366.5625,0.875,5.34585,1.0,18.066875,3.845,0.875,49.47839506,1.0,4.0
5418,456455,b,25.0,2.0,-16.0,29.0,27.0,0.0741,0.9259,100.0,0.1481,2578.4074,0.7037,8.25185556,4.0,18.92740741,4.14,0.7778,59.35344828,2.0,11.0
5419,456462,a,31.0,0.0,-8.0,18.0,21.0,0.1905,0.8095,100.0,0.0952,4927.619000000001,0.4286,8.94523333,8.0,12.72285714,5.12333333,0.7143,72.28703704,1.0,3.0
5420,456470,a,50.0,3.0,-23.0,24.0,19.0,0.1053,0.8947,100.0,0.1053,6012.0526,0.4737,8.36228421,3.0,19.25421053,5.98052632,0.8421,57.1875,1.0,5.0
5421,456479,a,24.0,0.0,10.0,54.0,63.0,0.127,0.873,100.3175,0.1111,6496.7937,0.7143,9.31746032,21.0,21.33095238,6.3468254,0.7619,82.84670782,5.0,25.0
5422,456479,a,24.0,1.0,-13.0,64.0,70.0,0.0571,0.9429,100.0,0.1429,7017.7571,0.6857,9.00619,24.0,21.51042857,6.21514286,0.7714,70.56467014,5.0,31.0
5423,456479,a,24.0,2.0,-16.0,51.0,63.0,0.0317,0.9683,111.0794,0.0317,5915.6508,0.7619,5.97831429,8.0,21.60698413,6.4868254,0.8254,82.66721133,2.0,31.0
5424,456479,a,24.0,3.0,34.0,35.0,46.0,0.087,0.9129999999999999,117.3043,0.1087,4692.4565,0.7391,5.83949783,7.0,17.84717391,5.5526087,0.7391,69.99761905,2.0,18.0
5425,456479,a,24.0,4.0,-35.0,69.0,67.0,0.1194,0.8806,111.2388,0.0448,4135.7015,0.7761,7.79701642,18.0,18.01701493,5.64432836,0.8059999999999999,55.81280193,2.0,32.0
5426,456479,a,24.0,5.0,17.0,34.0,38.0,0.0263,0.9737,136.0789,0.0,2719.0,0.7895,7.60175526,6.0,18.73421053,5.63710526,0.8421,50.37990196,2.0,40.0
5427,456479,a,24.0,6.0,-25.0,51.0,44.0,0.0227,0.9773,100.0,0.0,3455.4545,0.8636,6.52461591,6.0,17.54590909,4.32181818,0.8636,55.63997821,1.0,17.0
5428,456479,a,24.0,7.0,3.0,26.0,13.0,0.0,1.0,100.0,0.0,2988.7692,1.0,10.23204615,4.0,17.14230769,4.37461538,0.9231,30.50534188,2.0,1.0
5429,456479,a,24.0,8.0,-24.0,29.0,12.0,0.0,1.0,100.0,0.0,3380.3333,0.8333,7.97224167,3.0,21.205,4.55083333,0.8333,30.79885057,1.0,11.0
5430,456479,a,24.0,9.0,0.0,5.0,5.0,0.0,1.0,100.0,0.0,5181.0,1.0,7.28666,1.0,24.0,5.462000000000001,1.0,66.7,2.0,2.0
5431,456479,a,24.0,11.0,-17.0,25.0,20.0,0.0,1.0,100.0,0.0,2898.25,0.9,8.15833,7.0,19.878,4.2715,0.9,42.19777778,1.0,12.0
5432,456486,a,29.0,2.0,-26.0,26.0,11.0,0.0909,0.9091,101.8182,0.0,5191.9091,0.5455,17.36666364,13.0,20.84454545,6.10181818,0.7273,50.34722222,1.0,17.0
5433,456497,a,46.0,0.0,6.0,35.0,56.0,0.0357,0.9643,112.0714,0.0357,4032.5,0.8036,10.88333571,28.0,21.06839286,5.3875,0.8214,90.75952381,2.0,15.0
5434,456497,a,46.0,1.0,8.0,41.0,69.0,0.057999999999999996,0.9420000000000001,100.0,0.0725,5010.4348,0.7826,9.56256232,23.0,21.34275362,5.48652174,0.8261,89.35027099999999,5.0,13.0
5435,456497,a,46.0,2.0,-1.0,49.0,83.0,0.0241,0.9759,104.0482,0.0482,5342.9759,0.8434,10.23413855,33.0,23.10722892,5.94096386,0.8675,90.53344671,1.0,11.0
5436,456497,a,46.0,3.0,7.0,48.0,80.0,0.0625,0.9375,100.75,0.0375,5864.0875,0.85,9.13125,25.0,20.317125,5.962375,0.875,94.26215278,2.0,4.0
5437,456497,a,46.0,4.0,5.0,55.0,83.0,0.012,0.988,100.0,0.0964,4368.3614,0.8554,13.40541807,42.0,22.0986747,5.24,0.8554,86.23838384,4.0,23.0
5438,456497,a,46.0,5.0,-6.0,60.0,106.0,0.0472,0.9528,102.5472,0.066,4305.7642,0.8113,10.70062925,47.0,22.2354717,5.21367925,0.8208,94.19907407,7.0,14.0
5439,456497,a,46.0,6.0,-4.0,54.0,77.0,0.0519,0.9481,100.0,0.0,4454.6364,0.8312,10.6671013,34.0,21.41038961,5.2387013,0.8312,73.96707819,2.0,8.0
5440,456497,a,46.0,7.0,16.0,50.0,76.0,0.0658,0.9342,100.0,0.0132,4106.1974,0.7763,10.34472763,33.0,21.01736842,5.00513158,0.7763,78.00611111,3.0,4.0
5441,456497,a,46.0,8.0,15.0,66.0,116.0,0.0517,0.9483,105.0086,0.0172,4307.4655,0.7931,8.31480086,32.0,22.61939655,5.22801724,0.8362,85.50757576,4.0,24.0
5442,456497,a,46.0,9.0,12.0,81.0,129.0,0.0233,0.9767,100.0,0.031,4403.2946,0.845,9.44212093,53.0,18.94627907,5.15922481,0.8759999999999999,77.06104252,4.0,20.0
5443,456497,a,46.0,10.0,-18.0,93.0,149.0,0.0604,0.9396,104.6711,0.0067,4613.7919,0.8591,8.96397919,55.0,18.93409396,5.47872483,0.8792,77.84498208,4.0,15.0
5444,456497,a,46.0,11.0,23.0,75.0,136.0,0.0368,0.9632,100.1103,0.0074,4274.4779,0.8382,7.75527059,35.0,19.62551471,4.99404412,0.8897,83.55666667,4.0,8.0
5445,456500,a,28.0,0.0,-6.0,12.0,16.0,0.3125,0.6875,100.0,0.0,4158.4375,0.5625,10.8625,9.0,20.8925,5.093125,0.5625,94.52314815,2.0,6.0
5446,456510,a,38.0,0.0,-11.0,57.0,51.0,0.0196,0.9804,100.3922,0.0196,4882.3725,0.7255,9.86928431,24.0,18.47882353,5.3445098,0.8039,58.94395712,1.0,32.0
5447,456510,a,38.0,1.0,-3.0,46.0,46.0,0.0652,0.9348,100.0,0.0652,4627.0217,0.8043,8.84891087,16.0,18.22717391,5.05630435,0.8478,58.916062800000006,2.0,7.0
5448,456510,a,38.0,2.0,-2.0,43.0,47.0,0.0638,0.9362,100.0,0.0213,5700.2766,0.7872,8.65885532,17.0,18.55404255,5.42574468,0.8511,71.48062016,1.0,11.0
5449,456510,a,38.0,4.0,1.0,35.0,48.0,0.1875,0.8125,101.6667,0.0417,5192.9583,0.7292,11.79479167,27.0,16.22833333,5.76125,0.75,93.93174603,1.0,7.0
5450,456515,b,29.0,,,,,,,,,,,,,,,,,,
5451,456550,b,19.0,,,,,,,,,,,,,,,,,,
5452,456561,b,19.0,,,,,,,,,,,,,,,,,,
5453,456583,b,26.0,,,,,,,,,,,,,,,,,,
5454,456591,b,31.0,,,,,,,,,,,,,,,,,,
5455,456636,b,26.0,,,,,,,,,,,,,,,,,,
5456,456664,b,0.0,10.0,-4.0,14.0,15.0,0.0,1.0,102.0,0.0,4952.4,0.8,13.317779999999999,11.0,24.70466667,7.41666667,0.2667,76.83134921,1.0,6.0
